"year","reg","sex","s.age","length","mean","sd","n","se"
"955",2000,"3A ","M",15,"length",92.8571428571429,9.02641625874801,7,3.41166466439961
"956",2000,"3A ","M",16,"length",92.2222222222222,8.15134617375832,9,2.71711539125277
"957",2000,"3A ","M",17,"length",86.8571428571429,9.38844274322729,7,3.54849781382121
"958",2000,"3A ","M",18,"length",102,NA,1,NA
"959",2000,"3B ","F",12,"length",96.6875,19.1719195700378,16,4.79297989250946
"960",2000,"3B ","F",13,"length",103.533333333333,18.4441997860337,30,3.36743475931421
"961",2000,"3B ","F",14,"length",112.5,21.879213879845,6,8.93215166313993
"962",2000,"3B ","F",15,"length",101.5,13.7961347243833,4,6.89806736219163
"963",2000,"3B ","F",16,"length",116.714285714286,12.2435600176077,7,4.62763070981194
"964",2000,"3B ","F",17,"length",123,2.82842712474619,2,2
"965",2000,"3B ","F",18,"length",130.5,4.94974746830583,2,3.5
"966",2000,"3B ","M",12,"length",85.6785714285714,9.57254396091226,28,1.80904076677193
"967",2000,"3B ","M",13,"length",86.6818181818182,8.06749128195473,22,1.71999492050539
"968",2000,"3B ","M",14,"length",86.4166666666667,8.061787906068,12,2.32723770885901
"969",2000,"3B ","M",15,"length",86.8461538461538,9.59032632262109,13,2.65987794651095
"970",2000,"3B ","M",16,"length",90.6153846153846,8.11930273626233,13,2.25188941050838
"971",2000,"3B ","M",17,"length",95.5,8.06225774829855,4,4.03112887414927
"972",2000,"3B ","M",18,"length",91.2,10.0349389634417,5,4.48776113446337
"973",2000,"4A ","F",12,"length",99.3703703703704,13.9646480804708,27,2.68749777613273
"974",2000,"4A ","F",13,"length",103.6,12.579677096892,30,2.29672430403295
"975",2000,"4A ","F",14,"length",113.083333333333,13.0764071610831,12,3.77483359724223
"976",2000,"4A ","F",15,"length",154.5,43.1335136523794,2,30.5
"977",2000,"4A ","F",16,"length",112,NA,1,NA
"978",2000,"4A ","F",17,"length",129.5,19.0918830920368,2,13.5
"979",2000,"4A ","F",18,"length",149.2,14.1315250415516,5,6.31981012372998
"980",2000,"4A ","M",12,"length",82.7,10.5410527511937,30,1.92452412389356
"981",2000,"4A ","M",13,"length",83.88,9.15295944854268,25,1.83059188970854
"982",2000,"4A ","M",14,"length",91.0714285714286,9.63538579096132,14,2.57516517279765
"983",2000,"4A ","M",15,"length",98.9230769230769,19.1331367809077,13,5.30657736338683
"984",2000,"4A ","M",16,"length",98,14.0142784330839,6,5.72130521239108
"985",2000,"4A ","M",17,"length",91.3333333333333,5.75036230742609,6,2.34757558155454
"986",2000,"4A ","M",18,"length",113.25,16.2967276878928,4,8.14836384394642
"987",2000,"4B ","F",12,"length",109,13.0602997121593,15,3.3721548854447
"988",2000,"4B ","F",13,"length",111.28,12.9567228366847,25,2.59134456733694
"989",2000,"4B ","F",14,"length",124,16.5803827129862,12,4.78634421130479
"990",2000,"4B ","F",15,"length",117.75,22.2916277258227,4,11.1458138629113
"991",2000,"4B ","F",16,"length",141.75,5.67890834580027,4,2.83945417290014
"992",2000,"4B ","F",17,"length",132,8.8090862182181,6,3.59629438913631
"993",2000,"4B ","F",18,"length",139,4.24264068711928,2,3
"994",2000,"4B ","M",12,"length",85,6.81276691979465,30,1.24383537366551
"995",2000,"4B ","M",13,"length",88.5,8.51360566866246,28,1.60892023998219
"996",2000,"4B ","M",14,"length",94.9,8.91253798495879,10,2.81839197652373
"997",2000,"4B ","M",15,"length",103,4,10,1.26491106406735
"998",2000,"4B ","M",16,"length",104.117647058824,10.2401315478683,17,2.4835967054165
"999",2000,"4B ","M",17,"length",107.75,12.3371206306231,12,3.56141995855756
"1000",2000,"4B ","M",18,"length",109.1,9.21894185299424,10,2.9152853872115
"1001",2000,"4D ","F",12,"length",95.6071428571429,10.5701861846817,28,1.99757742545132
"1002",2000,"4D ","F",13,"length",100.85,9.33850589268392,40,1.47654742818926
"1003",2000,"4D ","F",14,"length",105.52380952381,11.2009778484695,21,2.4442537546731
"1004",2000,"4D ","F",15,"length",110.428571428571,10.8961128263833,14,2.9121086459971
"1005",2000,"4D ","F",16,"length",116.4,10.7822605634043,15,2.78396770643558
"1006",2000,"4D ","F",17,"length",121.25,14.6360611406992,8,5.17462904122467
"1007",2000,"4D ","F",18,"length",123.6,15.3709683060849,10,4.86072696894885
"1008",2000,"4D ","M",12,"length",81.7142857142857,9.33503385868831,14,2.49489274236757
"1009",2000,"4D ","M",13,"length",85.3571428571429,9.80272444748941,14,2.6198883099613
"1010",2000,"4D ","M",14,"length",91,7.52772652709081,4,3.7638632635454
"1011",2000,"4D ","M",15,"length",92.1428571428571,11.5387545750335,7,4.36123929213536
"1012",2000,"4D ","M",16,"length",102.75,11.8708326020826,4,5.93541630104129
"1013",2000,"4D ","M",17,"length",100.75,15.7457477252931,8,5.56696249570369
"1014",2000,"4D ","M",18,"length",102.5,4.65474668125631,4,2.32737334062816
"1015",2001,"2A ","F",12,"length",101.5,9.09045453409034,12,2.62418818615656
"1016",2001,"2A ","F",13,"length",104.25,9.4339811320566,16,2.35849528301415
"1017",2001,"2A ","F",14,"length",104.1,4.88648931010575,10,1.5452435981999
"1018",2001,"2A ","F",15,"length",109.857142857143,12.9541315343609,7,4.89620149867693
"1019",2001,"2A ","F",16,"length",102,11.3137084989848,2,8
"1020",2001,"2A ","F",17,"length",131,1.4142135623731,2,1
"1021",2001,"2A ","F",18,"length",109,NA,1,NA
"1022",2001,"2A ","M",12,"length",85.8571428571429,6.25642526870234,7,2.36470647960669
"1023",2001,"2A ","M",13,"length",89.5714285714286,3.9940431835899,7,1.50960642706165
"1024",2001,"2A ","M",14,"length",91,6.6332495807108,6,2.70801280154532
"1025",2001,"2A ","M",15,"length",93.6666666666667,11.6561857683664,6,4.75861791326478
"1026",2001,"2A ","M",16,"length",98,9.53939201416946,3,5.5075705472861
"1027",2001,"2A ","M",18,"length",96,NA,1,NA
"1028",2001,"2B ","F",12,"length",101,17.0430826632586,31,3.06102800920186
"1029",2001,"2B ","F",13,"length",102.533333333333,17.5592265428068,30,3.20586148994624
"1030",2001,"2B ","F",14,"length",109.913043478261,15.0148806294358,23,3.13081903658372
"1031",2001,"2B ","F",15,"length",127.555555555556,24.2128362218988,18,5.70702022808798
"1032",2001,"2B ","F",16,"length",126,14.397420403868,15,3.71739796350184
"1033",2001,"2B ","F",17,"length",132.25,9.77667291737498,4,4.88833645868749
"1034",2001,"2B ","F",18,"length",127,28.2842712474619,2,20
"1035",2001,"2B ","M",12,"length",82.7272727272727,8.57005761041823,22,1.82714242175002
"1036",2001,"2B ","M",13,"length",84.3225806451613,7.59994340669365,31,1.36499013094561
"1037",2001,"2B ","M",14,"length",86.4347826086957,8.22869749417202,23,1.7158020364502
"1038",2001,"2B ","M",15,"length",95.9,10.0714116852273,10,3.18486001785531
"1039",2001,"2B ","M",16,"length",96,8.66025403784439,9,2.88675134594813
"1040",2001,"2B ","M",17,"length",92.6666666666667,3.21455025366432,3,1.85592145427667
"1041",2001,"2B ","M",18,"length",98.5,9.64883412646316,6,3.93912003709796
"1042",2001,"2C ","F",12,"length",103.8,20.9525780350722,20,4.68513887902904
"1043",2001,"2C ","F",13,"length",106.75,22.9274217186902,16,5.73185542967255
"1044",2001,"2C ","F",14,"length",125.833333333333,18.8478758549186,12,5.44091309924496
"1045",2001,"2C ","F",15,"length",122.866666666667,17.8280143380606,15,4.60317350848372
"1046",2001,"2C ","F",16,"length",115,17.5245859041266,10,5.54176065083211
"1047",2001,"2C ","F",17,"length",145.6,13.1643457870112,5,5.88727441181401
"1048",2001,"2C ","F",18,"length",141.25,16.8794747153656,4,8.4397373576828
"1049",2001,"2C ","M",12,"length",85.625,8.28730039434356,24,1.69163810927563
"1050",2001,"2C ","M",13,"length",93.6315789473684,9.84440352188767,19,2.2584610584918
"1051",2001,"2C ","M",14,"length",90.5454545454545,9.83544257956553,22,2.09692340363784
"1052",2001,"2C ","M",15,"length",88,8.24621125123532,4,4.12310562561766
"1053",2001,"2C ","M",16,"length",97.25,12.4733048280451,4,6.23665241402255
"1054",2001,"2C ","M",17,"length",99.2857142857143,11.6004926003782,7,4.38457407234937
"1055",2001,"2C ","M",18,"length",102.25,12.4197423483742,4,6.20987117418711
"1056",2001,"3A ","F",12,"length",95.05,14.5510896680048,20,3.25372256443536
"1057",2001,"3A ","F",13,"length",100.62962962963,15.7971471332598,27,3.04016238327189
"1058",2001,"3A ","F",14,"length",110.423076923077,17.3070461417842,26,3.39419099998493
"1059",2001,"3A ","F",15,"length",112.615384615385,22.0209690277943,13,6.1075179203936
"1060",2001,"3A ","F",16,"length",111.571428571429,20.4683262860543,7,7.73630015808942
"1061",2001,"3A ","F",17,"length",116.571428571429,17.87789270633,7,6.75720829526353
"1062",2001,"3A ","F",18,"length",108.333333333333,8.02080627701064,3,4.63081466314993
"1063",2001,"3A ","M",12,"length",77.625,4.99165971062398,16,1.24791492765599
"1064",2001,"3A ","M",13,"length",80.75,4.75059804847577,12,1.3713795310496
"1065",2001,"3A ","M",14,"length",84.6153846153846,7.76250025806185,13,2.15293020817265
"1066",2001,"3A ","M",15,"length",79,NA,1,NA
"1067",2001,"3A ","M",16,"length",85.9,8.53033801596787,10,2.69752973415803
"1068",2001,"3A ","M",17,"length",96.5,10.6614570611463,4,5.33072853057316
"1069",2001,"3A ","M",18,"length",89,7.61577310586391,4,3.80788655293195
"1070",2001,"3B ","F",12,"length",106.666666666667,13.4288247189891,3,7.75313556640867
"1071",2001,"3B ","F",13,"length",102.807692307692,19.6489576940238,26,3.85347764244564
"1072",2001,"3B ","F",14,"length",101.615384615385,10.4271834090589,26,2.04493891056163
"1073",2001,"3B ","F",15,"length",110.333333333333,16.8235945425861,21,3.6712093072689
"1074",2001,"3B ","F",16,"length",118.642857142857,23.1603346025289,14,6.18985978897918
"1075",2001,"3B ","F",17,"length",132.666666666667,6.42910050732864,3,3.71184290855335
"1076",2001,"3B ","F",18,"length",113,8.71779788708135,3,5.03322295684717
"1077",2001,"3B ","M",12,"length",83.5882352941177,8.70386999794784,17,2.11099855018726
"1078",2001,"3B ","M",13,"length",80.6086956521739,5.86777896989361,23,1.22351649372379
"1079",2001,"3B ","M",14,"length",85.6333333333333,8.31485307201489,30,1.51807752996123
"1080",2001,"3B ","M",15,"length",90.2222222222222,6.01618188259335,9,2.00539396086445
"1081",2001,"3B ","M",16,"length",94,6.34209919681348,10,2.00554786086551
"1082",2001,"3B ","M",17,"length",94.6875,8.00598734281621,16,2.00149683570405
"1083",2001,"3B ","M",18,"length",99.8,14.289856542317,5,6.39061812346818
"1084",2001,"4A ","F",12,"length",107.7,19.2645327537997,10,6.09198015609229
"1085",2001,"4A ","F",13,"length",104.521739130435,18.3720874382294,23,3.83084504718774
"1086",2001,"4A ","F",14,"length",100.588235294118,13.3231885425816,17,3.23134786065193
"1087",2001,"4A ","F",15,"length",108.428571428571,13.2647043296253,7,5.01358698157005
"1088",2001,"4A ","F",16,"length",120.5,7.93725393319377,4,3.96862696659689
"1089",2001,"4A ","F",17,"length",116,22.0090890315797,6,8.98517297180935
"1090",2001,"4A ","F",18,"length",113,NA,1,NA
"1091",2001,"4A ","M",12,"length",82.2727272727273,8.24148517696161,22,1.75709054356236
"1092",2001,"4A ","M",13,"length",84.5,7.18960890386092,22,1.53282976861982
"1093",2001,"4A ","M",14,"length",83.7586206896552,9.83672118868083,29,1.82663326768546
"1094",2001,"4A ","M",15,"length",87.2105263157895,9.94752312760664,19,2.28211831851426
"1095",2001,"4A ","M",16,"length",90,20.0374649095139,5,8.96102672688794
"1096",2001,"4A ","M",17,"length",93.7,8.31397752115209,10,2.62911053822813
"1097",2001,"4A ","M",18,"length",101,5.56776436283002,3,3.21455025366432
"1098",2001,"4B ","F",12,"length",107.333333333333,12.0554275466834,3,6.9602043392737
"1099",2001,"4B ","F",13,"length",112.333333333333,7.52772652709081,6,3.0731814857643
"1100",2001,"4B ","F",14,"length",119.3,11.5378603832003,10,3.6485918135936
"1101",2001,"4B ","F",15,"length",120,12.5099960031968,5,5.59464029227975
"1102",2001,"4B ","F",16,"length",175,NA,1,NA
"1103",2001,"4B ","F",17,"length",138,NA,1,NA
"1104",2001,"4B ","F",18,"length",141,16.9705627484771,2,12
"1105",2001,"4B ","M",12,"length",94.3571428571429,11.1673090406235,14,2.98458888301688
"1106",2001,"4B ","M",13,"length",90.1578947368421,11.1168698526895,19,2.55038485559829
"1107",2001,"4B ","M",14,"length",93.4,9.27588838134428,20,2.07415169723863
"1108",2001,"4B ","M",15,"length",95,10.3132747642849,12,2.97718598069324
"1109",2001,"4B ","M",16,"length",99,9.89949493661167,11,2.98481002897855
"1110",2001,"4B ","M",17,"length",106.888888888889,11.9000466852492,9,3.96668222841641
"1111",2001,"4B ","M",18,"length",106.5,7.17137165600636,8,2.53546276418555
"1112",2001,"4D ","F",12,"length",95.3888888888889,12.2721055717183,18,2.8925630230664
"1113",2001,"4D ","F",13,"length",98.15625,7.30933726751766,32,1.29212048696032
"1114",2001,"4D ","F",14,"length",99.7073170731707,11.3252900678946,41,1.76871315438276
"1115",2001,"4D ","F",15,"length",110.846153846154,14.3602014127722,26,2.81626720087877
"1116",2001,"4D ","F",16,"length",110.916666666667,13.013687433086,12,3.75672797132093
"1117",2001,"4D ","F",17,"length",129.5,20.2991515969401,10,6.41915536153749
"1118",2001,"4D ","F",18,"length",111.4,11.6533257055658,5,5.21152568831815
"1119",2001,"4D ","M",12,"length",78.125,6.17454451761423,8,2.18303114957162
"1120",2001,"4D ","M",13,"length",85.5,9.18072515031979,8,3.2458765050005
"1121",2001,"4D ","M",14,"length",89,9.12870929175277,10,2.88675134594813
"1122",2001,"4D ","M",15,"length",97.6,6.87749954561976,5,3.07571129984594
"1123",2001,"4D ","M",16,"length",98.3333333333333,13.5266291798695,12,3.90480149911295
"1124",2001,"4D ","M",17,"length",100.555555555556,8.51632419402748,9,2.83877473134249
"1125",2001,"4D ","M",18,"length",107.111111111111,11.0842731431119,9,3.69475771437062
"1126",2002,"2A ","F",12,"length",131,NA,1,NA
"1127",2002,"2A ","F",13,"length",112,10,9,3.33333333333333
"1128",2002,"2A ","F",14,"length",107.857142857143,7.1978832867395,7,2.72054416325442
"1129",2002,"2A ","F",15,"length",119.1,14.8507388518028,10,4.69621597080505
"1130",2002,"2A ","F",16,"length",119,NA,1,NA
"1131",2002,"2A ","M",12,"length",87,NA,1,NA
"1132",2002,"2A ","M",13,"length",86,4.24264068711928,2,3
"1133",2002,"2A ","M",14,"length",100,NA,1,NA
"1134",2002,"2A ","M",15,"length",93.25,7.63216876123687,4,3.81608438061844
"1135",2002,"2A ","M",16,"length",92,NA,1,NA
"1136",2002,"2A ","M",17,"length",98.5,3.53553390593274,2,2.5
"1137",2002,"2A ","M",18,"length",101,NA,1,NA
"1138",2002,"2B ","F",12,"length",106.181818181818,18.3347657842591,11,5.52813988413032
"1139",2002,"2B ","F",13,"length",111.545454545455,14.376116557427,11,4.33456223303647
"1140",2002,"2B ","F",14,"length",122.230769230769,21.4715076560926,13,5.95512475504302
"1141",2002,"2B ","F",15,"length",112.3125,10.9466509338092,16,2.73666273345231
"1142",2002,"2B ","F",16,"length",110,7.58287544405155,5,3.39116499156263
"1143",2002,"2B ","F",17,"length",131.166666666667,27.0659687923168,6,11.0496354892116
"1144",2002,"2B ","F",18,"length",142.666666666667,5.68624070307733,3,3.2829526005987
"1145",2002,"2B ","M",12,"length",86.6428571428571,9.28693990220959,14,2.48203909183059
"1146",2002,"2B ","M",13,"length",85.8666666666667,7.11001975752395,15,1.83579920747306
"1147",2002,"2B ","M",14,"length",88.1875,12.2975268516343,16,3.07438171290858
"1148",2002,"2B ","M",15,"length",90.7,14.6038927759186,20,3.2655296983072
"1149",2002,"2B ","M",16,"length",92,8.98888202169769,6,3.66969571853944
"1150",2002,"2B ","M",17,"length",100,9.89949493661167,2,7
"1151",2002,"2B ","M",18,"length",111,NA,1,NA
"1152",2002,"2C ","F",12,"length",103.409090909091,15.716715672021,22,3.35081504003233
"1153",2002,"2C ","F",13,"length",108.933333333333,19.6667473767513,15,5.07793233761507
"1154",2002,"2C ","F",14,"length",112.727272727273,12.2364864945621,22,2.6088276863164
"1155",2002,"2C ","F",15,"length",119.555555555556,12.5002564076266,27,2.40567546729419
"1156",2002,"2C ","F",16,"length",134,10.7354552767919,9,3.57848509226398
"1157",2002,"2C ","F",17,"length",146.333333333333,22.5905584998099,3,13.0426650310092
"1158",2002,"2C ","M",12,"length",86.5,15.7162336455017,12,4.53688586293873
"1159",2002,"2C ","M",13,"length",89.2,13.1703129369481,15,3.40056017794268
"1160",2002,"2C ","M",14,"length",90.1538461538462,8.0295927028934,13,2.22700832395182
"1161",2002,"2C ","M",15,"length",95.5,15.1085813619026,14,4.037938218317
"1162",2002,"2C ","M",16,"length",109.333333333333,34.9618840072061,3,20.1852531429369
"1163",2002,"2C ","M",17,"length",111.8,10.2323017938292,5,4.57602447545902
"1164",2002,"2C ","M",18,"length",131,NA,1,NA
"1165",2002,"3A ","F",12,"length",94,11.5844723660597,11,3.4928498393146
"1166",2002,"3A ","F",13,"length",94.56,14.3500290359753,25,2.87000580719505
"1167",2002,"3A ","F",14,"length",105.818181818182,13.7481994098495,22,2.9311259627797
"1168",2002,"3A ","F",15,"length",108.897435897436,20.5154561397202,39,3.28510211612263
"1169",2002,"3A ","F",16,"length",113.5,16.1108293867638,18,3.79735890330673
"1170",2002,"3A ","F",17,"length",115.076923076923,13.901208211648,13,3.85550146138446
"1171",2002,"3A ","F",18,"length",108.5,16.2634559672906,2,11.5
"1172",2002,"3A ","M",12,"length",80.5,4.7026997156298,14,1.25684936634043
"1173",2002,"3A ","M",13,"length",83.4545454545455,11.2746123266782,22,2.40375542467958
"1174",2002,"3A ","M",14,"length",83.3,6.82950256337589,20,1.52712319842176
"1175",2002,"3A ","M",15,"length",86.75,8.98744644203163,32,1.58877108117787
"1176",2002,"3A ","M",16,"length",89.375,7.96555082841105,16,1.99138770710276
"1177",2002,"3A ","M",17,"length",91.5833333333333,11.1555802044076,12,3.22033861699058
"1178",2002,"3A ","M",18,"length",93.625,9.42545944314046,8,3.3324031440217
"1179",2002,"3B ","F",12,"length",88.625,6.96803928150319,8,2.46357391376257
"1180",2002,"3B ","F",13,"length",95.875,18.3181213946346,8,6.47643392837227
"1181",2002,"3B ","F",14,"length",93.7692307692308,7.91784741532114,13,2.19601575748003
"1182",2002,"3B ","F",15,"length",113.25,24.863628053846,16,6.21590701346151
"1183",2002,"3B ","F",16,"length",114.083333333333,21.6184194752082,12,6.24070015173285
"1184",2002,"3B ","F",17,"length",114.4,14.660604807897,10,4.63609030685699
"1185",2002,"3B ","F",18,"length",100,NA,1,NA
"1186",2002,"3B ","M",12,"length",78.8571428571429,6.98638131005772,7,2.64060393009748
"1187",2002,"3B ","M",13,"length",84.5454545454545,5.7682516651692,11,1.73919331542809
"1188",2002,"3B ","M",14,"length",82.8888888888889,9.10002513822571,18,2.14489649473582
"1189",2002,"3B ","M",15,"length",88.04,10.6945468970562,25,2.13890937941123
"1190",2002,"3B ","M",16,"length",90.8947368421053,9.67180746547008,19,2.2188648075456
"1191",2002,"3B ","M",17,"length",91.9090909090909,9.75145676762755,11,2.94017484159931
"1192",2002,"3B ","M",18,"length",99.3,8.7692645073575,10,2.77308492477241
"1193",2002,"4A ","F",12,"length",100.428571428571,6.77881855136874,7,2.56215258139326
"1194",2002,"4A ","F",13,"length",97.1428571428571,6.25642526870234,7,2.36470647960669
"1195",2002,"4A ","F",14,"length",108.875,12.2874791091234,8,4.34427990087458
"1196",2002,"4A ","F",15,"length",109.1,15.0504415042777,20,3.36538102949491
"1197",2002,"4A ","F",16,"length",111.8,21.7186555753343,5,9.71287804927046
"1198",2002,"4A ","F",17,"length",114.4,12.3409886151799,5,5.51905789061865
"1199",2002,"4A ","M",12,"length",79.0909090909091,8.8255826488062,11,2.66101329112374
"1200",2002,"4A ","M",13,"length",84.6428571428571,8.3076159947655,14,2.22030376809255
"1201",2002,"4A ","M",14,"length",87.125,11.6382988447625,16,2.90957471119062
"1202",2002,"4A ","M",15,"length",89.8333333333333,6.48300946819499,18,1.52805998581909
"1203",2002,"4A ","M",16,"length",93.8181818181818,11.522310374384,11,3.47410729362282
"1204",2002,"4A ","M",17,"length",95.375,12.5121369649062,8,4.42370844751001
"1205",2002,"4A ","M",18,"length",94,8.48528137423857,2,6
"1206",2002,"4B ","F",12,"length",122,9.89949493661167,2,7
"1207",2002,"4B ","F",13,"length",122.25,14.7054411698527,4,7.35272058492637
"1208",2002,"4B ","F",14,"length",118.777777777778,20.3456247002751,9,6.7818749000917
"1209",2002,"4B ","F",15,"length",119.75,10.5931244547719,8,3.74523506796112
"1210",2002,"4B ","F",16,"length",137.333333333333,2.08166599946613,3,1.20185042515466
"1211",2002,"4B ","F",17,"length",129,NA,1,NA
"1212",2002,"4B ","F",18,"length",150.5,7.77817459305202,2,5.5
"1213",2002,"4B ","M",12,"length",88,5.93908471674948,12,1.71446607997765
"1214",2002,"4B ","M",13,"length",96.7142857142857,8.19988385515888,7,3.099264780052
"1215",2002,"4B ","M",14,"length",98.875,5.89036743942418,8,2.08255938004864
"1216",2002,"4B ","M",15,"length",94.1428571428571,6.09449400220044,7,2.30350221379959
"1217",2002,"4B ","M",16,"length",107.5,17.7172232587389,6,7.23302610714676
"1218",2002,"4B ","M",17,"length",110.666666666667,6.32455532033676,9,2.10818510677892
"1219",2002,"4B ","M",18,"length",107.090909090909,8.50240607657086,11,2.56357188829303
"1220",2002,"4D ","F",12,"length",93.9285714285714,10.1788943461405,14,2.72042394424485
"1221",2002,"4D ","F",13,"length",98.4545454545455,8.05436076127257,11,2.42848114284567
"1222",2002,"4D ","F",14,"length",101.633333333333,14.0822297738071,30,2.57105163569501
"1223",2002,"4D ","F",15,"length",106.675,10.7163606049528,40,1.69440538696754
"1224",2002,"4D ","F",16,"length",104.421052631579,10.199759199084,19,2.33998524196086
"1225",2002,"4D ","F",17,"length",123,24.794540341963,14,6.62661964444074
"1226",2002,"4D ","F",18,"length",116.6,12.8569047597001,5,5.74978260458602
"1227",2002,"4D ","M",12,"length",76.6,2.88097205817759,5,1.28840987267251
"1228",2002,"4D ","M",13,"length",87.3333333333333,8.58778201865883,9,2.86259400621961
"1229",2002,"4D ","M",14,"length",86.7142857142857,11.8140352365916,7,4.46528560231079
"1230",2002,"4D ","M",15,"length",92.4705882352941,11.0911994789722,17,2.69001099803517
"1231",2002,"4D ","M",16,"length",100.333333333333,15.7960486044818,12,4.55992645696499
"1232",2002,"4D ","M",17,"length",94.3333333333333,2.08166599946613,3,1.20185042515466
"1233",2002,"4D ","M",18,"length",101.3,12.6933928570033,10,4.01400326634424
"1234",2007,"4B ","F",12,"length",119,8.20568908339411,4,4.10284454169706
"1235",2007,"4B ","F",13,"length",122.8,10.4976187776086,5,4.6946778377222
"1236",2007,"4B ","F",14,"length",118.333333333333,6.50640709864771,3,3.75647588986155
"1237",2007,"4B ","F",15,"length",127.5,3.53553390593274,2,2.5
"1238",2007,"4B ","F",16,"length",120,NA,1,NA
"1239",2007,"4B ","F",17,"length",137.5,9.19238815542512,2,6.5
"1240",2007,"4B ","M",12,"length",89.2,3.63318042491699,5,1.62480768092719
"1241",2007,"4B ","M",13,"length",99.5,4.50924975282289,4,2.25462487641145
"1242",2007,"4B ","M",14,"length",115.6,17.0675129998486,5,7.63282385490455
"1243",2007,"4B ","M",16,"length",96,NA,1,NA
